player_id,player_name,player_url,player_category,Season,Age,Squad,Competition,LgRank,90s Played,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Matches
0ef4dc28,Chalana Luangamath,https://fbref.com/en/players/0ef4dc28/Chalana-Luangamath,LU,2006,33,laLaos,WCQ,,8.0,1,0,0,,,,,,,,,0,Matches
0ef4dc28,Chalana Luangamath,https://fbref.com/en/players/0ef4dc28/Chalana-Luangamath,LU,2 Seasons,1 Club,2 Leagues,,9.7,1,0,0,,,,,,,,,0,,
0ef4dc28,Chalana Luangamath,https://fbref.com/en/players/0ef4dc28/Chalana-Luangamath,LU,WCQ (1 Season),,,8.0,1,0,0,,,,,,,,,0,,,
0ef4dc28,Chalana Luangamath,https://fbref.com/en/players/0ef4dc28/Chalana-Luangamath,LU,Asian Cup qualification (1 Season),,,1.7,0,0,0,,,,,,,,,0,,,
4eb479c4,Shalom Luani,https://fbref.com/en/players/4eb479c4/Shalom-Luani,LU,2014,19,asAmerican Samoa,WCQ,,3.0,0,0,0,,,,,,,,,0,Matches
4eb479c4,Shalom Luani,https://fbref.com/en/players/4eb479c4/Shalom-Luani,LU,1 Season,1 Club,1 League,,3.0,0,0,0,,,,,,,,,0,,
06379c9e,Gorka Luariz,https://fbref.com/en/players/06379c9e/Gorka-Luariz,LU,2019,26,gqEqu. Guinea,Africa Cup of Nations qualification,,0.7,0,0,0,,,,,,,,,0,Matches
06379c9e,Gorka Luariz,https://fbref.com/en/players/06379c9e/Gorka-Luariz,LU,1 Season,1 Club,1 League,,0.7,0,0,0,,,,,,,,,0,,
04c620a1,Włodzimierz Lubański,https://fbref.com/en/players/04c620a1/Wlodzimierz-Lubanski,LU,1978,31,plPoland,1. World Cup,2R,2.2,0,0,0,,,,,,,,,0,Matches
04c620a1,Włodzimierz Lubański,https://fbref.com/en/players/04c620a1/Wlodzimierz-Lubanski,LU,1 Season,1 Club,1 League,,2.2,0,0,0,,,,,,,,,0,,
1890e3df,Anela Lubina,https://fbref.com/en/players/1890e3df/Anela-Lubina,LU,2017,21,hrCroatia,Euro Qual,,0.6,0,0,0,,,,,,,,,0,Matches
1890e3df,Anela Lubina,https://fbref.com/en/players/1890e3df/Anela-Lubina,LU,2019,23,hrCroatia,WCQ — UEFA (W),,0.4,0,0,0,,,,,,,,,0,Matches
1890e3df,Anela Lubina,https://fbref.com/en/players/1890e3df/Anela-Lubina,LU,2022,26,hrCroatia,Friendlies (W),,1.5,0,0,0,,,,,,,,,0,Matches
1890e3df,Anela Lubina,https://fbref.com/en/players/1890e3df/Anela-Lubina,LU,2022,26,hrCroatia,Euro Qual,,4.6,2,0,0,,,,,,,,,0,Matches
1890e3df,Anela Lubina,https://fbref.com/en/players/1890e3df/Anela-Lubina,LU,2023,27,hrCroatia,WCQ — UEFA (W),,7.5,2,0,0,,,,,,,,,0,Matches
