player_id,season,championship_id,club_id,total_team_matches,total_matches_played,total_matches_started,total_minutes_played,total_goals,total_home_goals,total_away_goals,total_left_footed_goals,total_right_footed_goals,total_assists,total_attempts,total_shots_on_target,total_shots_assists,total_balls_played,total_touches_in_opposition_box,total_duels_won,total_interceptions,total_tackles_won,total_fouls_committed,total_fouls_suffered,total_yellow_cards,total_red_cards,total_man_of_the_match,total_team_goals,fl1_average_rating,ratio_balls_played_per_match,ratio_matches_started,ratio_goals_every_n_minutes,ratio_shots_on_target_per_match,ratio_touches_in_opposition_box_per_match
l1_championship_player_2025_158_105084,2025,1,l1_championship_club_2025_158,30,25,23,2044,1,1,,,1,2,18,5,4,1672,20,69,32,18,16,8,8,1,,49,5.491200000000001,73.62,0.77,2044,0.22,0.88
l1_championship_player_2025_158_105084,2025,10,l1_championship_club_2025_158,2,1,1,90,1,1,,,1,,2,1,,100,4,4,1,2,,1,,,,2,6.65,100,0.5,90,1,4
l1_championship_player_2025_158_105084,2025,13,l1_championship_club_2025_158,12,8,7,610,1,,1,,1,,3,1,5,549,4,20,9,8,6,2,2,,,14,5.8975,81,0.58,610,0.15,0.59
l1_championship_player_2025_158_104513,2025,1,l1_championship_club_2025_158,14,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,
l1_championship_player_2025_158_104513,2025,10,l1_championship_club_2025_158,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_158_104513,2025,13,l1_championship_club_2025_158,6,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
l1_championship_player_2025_158_62366,2025,1,l1_championship_club_2025_158,30,26,23,1950,3,1,2,3,,3,29,12,33,1595,57,105,22,26,20,40,4,1,,49,5.591923076923077,73.62,0.77,650,0.55,2.63
l1_championship_player_2025_158_62366,2025,10,l1_championship_club_2025_158,2,1,1,90,,,,,,,,,,61,6,2,1,,2,2,1,,,2,4.29,61,0.5,,,6
l1_championship_player_2025_158_62366,2025,13,l1_championship_club_2025_158,12,10,7,666,,,,,,,13,2,7,514,11,34,6,9,7,6,1,,,14,5.311,69.46,0.58,,0.27,1.49
l1_championship_player_2025_158_101141,2025,1,l1_championship_club_2025_158,30,14,8,703,,,,,,,8,,6,504,23,40,6,8,13,21,,,1,49,4.849285714285714,64.52,0.27,,,2.94
l1_championship_player_2025_158_101141,2025,10,l1_championship_club_2025_158,2,2,1,91,,,,,,,2,,,79,2,2,,,1,,,,,2,4.855,78.13,0.5,,,1.98
l1_championship_player_2025_158_101141,2025,13,l1_championship_club_2025_158,12,11,6,568,,,,,,,9,1,5,515,20,39,6,5,4,23,,,,14,5.195454545454546,81.6,0.5,,0.16,3.17
l1_championship_player_2025_158_87404,2025,1,l1_championship_club_2025_158,30,1,1,52,,,,,,,,,,44,,3,2,,,,,,,49,4.74,76.15,0.03,,,
l1_championship_player_2025_158_87404,2025,10,l1_championship_club_2025_158,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_158_87404,2025,13,l1_championship_club_2025_158,12,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,
l1_championship_player_2025_158_105464,2025,1,l1_championship_club_2025_158,27,15,7,724,,,,,,,2,,8,677,4,29,17,9,14,3,3,1,,38,4.962666666666666,84.16,0.26,,,0.5
l1_championship_player_2025_158_105464,2025,10,l1_championship_club_2025_158,2,1,,21,,,,,,,,,,24,,2,,1,1,,,,,2,5.22,102.86,,,,
l1_championship_player_2025_158_105464,2025,13,l1_championship_club_2025_158,12,7,5,435,,,,,,,3,,5,435,8,22,8,10,6,4,1,,,14,5.525714285714286,90,0.42,,,1.66
l1_championship_player_2025_158_701,2025,1,l1_championship_club_2025_158,30,23,22,1973,2,1,1,,,2,22,4,22,1574,57,168,27,30,31,34,7,,1,49,5.687391304347826,71.8,0.73,986.5,0.18,2.6
l1_championship_player_2025_158_701,2025,10,l1_championship_club_2025_158,2,2,2,149,,,,,,,,,1,126,4,13,2,1,2,4,1,,,2,4.665,76.11,1,,,2.42
l1_championship_player_2025_158_701,2025,13,l1_championship_club_2025_158,12,8,7,642,2,2,,,1,,8,4,5,562,23,52,8,11,13,8,1,,,14,5.74125,78.79,0.58,321,0.56,3.22
l1_championship_player_2025_158_91059,2025,1,l1_championship_club_2025_158,30,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
l1_championship_player_2025_158_91059,2025,10,l1_championship_club_2025_158,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_158_91059,2025,13,l1_championship_club_2025_158,12,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,
l1_championship_player_2025_158_95633,2025,1,l1_championship_club_2025_158,30,24,12,1188,2,1,1,2,,2,17,5,11,1044,5,49,15,9,13,18,3,,2,49,5.355416666666666,79.09,0.4,594,0.38,0.38
l1_championship_player_2025_158_95633,2025,10,l1_championship_club_2025_158,2,2,2,180,,,,,,,,,,210,2,1,4,,,1,,,,2,5.65,105,1,,,1
l1_championship_player_2025_158_95633,2025,13,l1_championship_club_2025_158,12,9,7,548,,,,,,,8,2,7,535,3,32,7,5,5,10,1,,,14,5.348888888888889,87.86,0.58,,0.33,0.49
l1_championship_player_2025_158_90486,2025,1,l1_championship_club_2025_158,30,26,24,2020,,,,,,1,15,4,19,1253,46,119,24,31,34,21,5,1,1,49,4.918076923076923,55.83,0.8,,0.18,2.05
l1_championship_player_2025_158_90486,2025,10,l1_championship_club_2025_158,2,2,2,159,,,,,,,2,,,106,5,11,4,3,,1,,,,2,4.775,60,1,,,2.83
l1_championship_player_2025_158_90486,2025,13,l1_championship_club_2025_158,12,10,7,665,,,,,,,5,,2,419,13,51,3,7,12,19,2,1,,14,4.79,56.71,0.58,,,1.76
l1_championship_player_2025_158_505639,2025,1,l1_championship_club_2025_158,14,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,
l1_championship_player_2025_158_505639,2025,10,l1_championship_club_2025_158,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_158_505639,2025,13,l1_championship_club_2025_158,6,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
l1_championship_player_2025_158_104671,2025,1,l1_championship_club_2025_158,30,11,3,272,1,1,,1,,1,4,3,8,198,15,21,2,6,4,8,,,,49,4.616363636363636,65.51,0.1,272,0.99,4.96
l1_championship_player_2025_158_104671,2025,10,l1_championship_club_2025_158,2,1,,13,1,,1,1,,,2,1,1,13,3,2,,2,,,,,,2,6.58,90,,13,6.92,20.77
l1_championship_player_2025_158_104671,2025,13,l1_championship_club_2025_158,12,2,2,177,,,,,,,2,,4,124,7,8,,1,3,2,,,,14,5.26,63.05,0.17,,,3.56
l1_championship_player_2025_158_104997,2025,1,l1_championship_club_2025_158,30,30,22,1778,4,4,,,4,5,29,8,32,1114,74,73,19,11,10,25,2,,1,49,5.087586206896552,56.39,0.73,444.5,0.4,3.75
l1_championship_player_2025_158_104997,2025,10,l1_championship_club_2025_158,2,2,2,129,,,,,,,,,1,64,3,6,,1,,4,,,,2,4.43,44.65,1,,,2.09
l1_championship_player_2025_158_104997,2025,13,l1_championship_club_2025_158,12,12,9,751,1,1,,,1,,7,2,8,461,22,36,9,6,7,14,2,,,14,4.755000000000001,55.25,0.75,751,0.24,2.64
l1_championship_player_2025_158_101344,2025,1,l1_championship_club_2025_158,30,28,25,2136,7,2,5,3,4,1,42,13,45,1407,102,79,10,9,25,35,5,,,49,5.493214285714286,59.28,0.83,305.14,0.55,4.3
l1_championship_player_2025_158_101344,2025,10,l1_championship_club_2025_158,2,2,2,180,,,,,,,5,1,5,143,11,10,,2,1,4,2,,,2,6.8,71.5,1,,0.5,5.5
l1_championship_player_2025_158_101344,2025,13,l1_championship_club_2025_158,12,12,9,748,1,,1,,1,,11,2,12,517,26,28,2,5,7,8,1,,,14,5.055000000000001,62.21,0.75,748,0.24,3.13
l1_championship_player_2025_158_93229,2025,1,l1_championship_club_2025_158,30,14,4,451,3,3,,3,,1,14,7,8,294,33,21,1,5,5,7,1,,,49,5.042857142857143,58.67,0.13,150.33,1.4,6.59
l1_championship_player_2025_158_93229,2025,10,l1_championship_club_2025_158,2,2,1,108,,,,,,,5,2,1,88,8,8,1,2,2,1,,,,2,4.86,73.33,0.5,,1.67,6.67
l1_championship_player_2025_158_93229,2025,13,l1_championship_club_2025_158,12,2,,42,,,,,,,2,2,1,41,3,1,,,1,,,,,14,5.199999999999999,87.86,,,4.29,6.43
l1_championship_player_2025_158_103513,2025,1,l1_championship_club_2025_158,30,26,15,1276,1,,1,,1,,18,4,10,666,33,66,11,16,21,17,3,,,49,4.663076923076923,46.97,0.5,1276,0.28,2.33
l1_championship_player_2025_158_103513,2025,10,l1_championship_club_2025_158,2,1,,31,,,,,,,1,,,20,,1,,,1,1,,,,2,4.62,58.06,,,,
l1_championship_player_2025_158_103513,2025,13,l1_championship_club_2025_158,12,11,9,713,1,1,,1,,,11,3,5,430,27,42,1,9,10,7,1,,,14,5.087272727272727,54.28,0.75,713,0.38,3.41
l1_championship_player_2025_158_42500,2025,1,l1_championship_club_2025_2,4,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
l1_championship_player_2025_158_42500,2025,1,l1_championship_club_2025_158,10,8,3,293,1,1,,,1,,6,3,9,206,16,17,2,6,6,1,1,,,15,4.948750000000001,63.28,0.3,293,0.92,4.91
l1_championship_player_2025_158_42500,2025,10,l1_championship_club_2025_158,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_158_42500,2025,13,l1_championship_club_2025_158,4,3,3,185,,,,,,,2,2,1,106,7,7,,1,5,1,,,,2,4.13,51.57,0.75,,0.97,3.41
l1_championship_player_2025_158_103778,2025,1,l1_championship_club_2025_158,30,17,4,467,1,,1,,1,1,11,4,9,392,26,44,3,3,3,24,,,,49,4.924705882352941,75.55,0.13,467,0.77,5.01
l1_championship_player_2025_158_103778,2025,10,l1_championship_club_2025_158,2,2,,28,,,,,,,1,1,1,44,7,2,,1,1,,,,,2,4.875,141.43,,,3.21,22.5
l1_championship_player_2025_158_103778,2025,13,l1_championship_club_2025_158,12,5,3,284,,,,,,,4,2,8,190,20,17,2,3,3,4,,,,14,5.093999999999999,60.21,0.25,,0.63,6.34
l1_championship_player_2025_158_91065,2025,1,l1_championship_club_2025_158,30,10,1,178,1,,1,,1,1,10,4,5,123,26,12,1,2,5,3,,,,49,4.805000000000001,62.19,0.03,178,2.02,13.15
l1_championship_player_2025_158_91065,2025,10,l1_championship_club_2025_158,2,2,,22,,,,,,,,,,25,3,3,,1,,,,,,2,4.59,102.27,,,,12.27
l1_championship_player_2025_158_91065,2025,13,l1_championship_club_2025_158,12,5,,61,,,,,,,,,3,46,7,2,,,1,,,,,14,4.644,67.87,,,,10.33
l1_championship_player_2025_158_84098,2025,1,l1_championship_club_2025_16,20,12,2,248,,,,,,,8,3,6,150,26,20,3,3,4,4,,,,31,4.581666666666666,54.44,0.1,,1.09,9.44
l1_championship_player_2025_158_84098,2025,1,l1_championship_club_2025_158,10,3,1,91,,,,,,,2,,1,55,3,10,,3,1,2,,,,15,4.453333333333333,54.4,0.1,,,2.97
l1_championship_player_2025_158_84098,2025,10,l1_championship_club_2025_16,2,1,1,71,,,,,,,4,1,1,30,10,4,,2,1,,,,,3,4.98,38.03,0.5,,1.27,12.68
l1_championship_player_2025_158_84098,2025,10,l1_championship_club_2025_158,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_158_84098,2025,13,l1_championship_club_2025_158,4,2,,37,,,,,,,1,1,,33,2,4,2,,,1,,,,2,4.275,80.27,,,2.43,4.86
l1_championship_player_2025_158_90768,2025,1,l1_championship_club_2025_158,30,25,23,2026,7,3,4,,7,5,61,28,32,921,147,83,7,12,13,33,4,,3,49,5.5112,40.91,0.77,289.43,1.24,6.53
l1_championship_player_2025_158_90768,2025,10,l1_championship_club_2025_158,2,1,1,90,,,,,,,1,,,47,2,5,,1,2,3,,,,2,4.71,47,0.5,,,2
l1_championship_player_2025_158_90768,2025,13,l1_championship_club_2025_158,12,11,5,630,,,,,,,15,7,12,264,42,19,1,,7,7,1,,,14,4.779090909090908,37.71,0.42,,1,6
l1_championship_player_2025_158_14932,2025,1,l1_championship_club_2025_158,30,27,17,1542,7,3,4,6,,1,40,15,19,515,79,88,4,8,26,27,2,,2,49,4.781851851851851,30.06,0.57,220.29,0.88,4.61
l1_championship_player_2025_158_14932,2025,10,l1_championship_club_2025_158,2,2,2,171,,,,,,,1,,5,48,8,7,,,2,3,,,,2,4.6,25.26,1,,,4.21
l1_championship_player_2025_158_14932,2025,13,l1_championship_club_2025_158,12,12,6,652,4,2,2,2,,,17,11,2,205,36,34,2,3,10,5,1,,,14,4.790833333333333,28.3,0.5,163,1.52,4.97
l1_championship_player_2025_158_105456,2025,1,l1_championship_club_2025_158,28,13,4,428,5,1,4,1,3,1,23,9,4,243,39,32,2,4,6,3,2,,,45,5.2275,51.1,0.14,85.6,1.89,8.2
l1_championship_player_2025_158_105456,2025,10,l1_championship_club_2025_158,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_158_105456,2025,13,l1_championship_club_2025_158,12,5,4,322,4,4,,1,2,,19,9,5,196,23,26,,6,6,6,1,,,14,6.144,54.78,0.33,80.5,2.52,6.43
l1_championship_player_2025_158_87402,2025,1,l1_championship_club_2025_158,30,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
l1_championship_player_2025_158_87402,2025,10,l1_championship_club_2025_158,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_158_87402,2025,13,l1_championship_club_2025_158,12,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,
l1_championship_player_2025_158_505640,2025,1,l1_championship_club_2025_158,14,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,
l1_championship_player_2025_158_505640,2025,10,l1_championship_club_2025_158,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_158_505640,2025,13,l1_championship_club_2025_158,6,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
l1_championship_player_2025_159_98562,2025,1,l1_championship_club_2025_159,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_159_98562,2025,10,l1_championship_club_2025_159,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_159_98562,2025,13,l1_championship_club_2025_159,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_159_56648,2025,1,l1_championship_club_2025_159,30,5,5,450,,,,,,,,,,178,,,,,,,,,1,,5.7379999999999995,35.6,0.17,,,
l1_championship_player_2025_159_56648,2025,10,l1_championship_club_2025_159,4,4,4,360,,,,,,,,,1,146,,,,,,1,1,,,,5.8825,36.5,1,,,
l1_championship_player_2025_159_56648,2025,13,l1_championship_club_2025_159,10,4,4,360,,,,,,,,,,136,,,,,,,,,,,4.9475,34,0.4,,,
l1_championship_player_2025_159_98716,2025,1,l1_championship_club_2025_159,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_159_98716,2025,10,l1_championship_club_2025_159,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_159_98716,2025,13,l1_championship_club_2025_159,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_159_105401,2025,1,l1_championship_club_2025_159,29,25,25,2250,,,,,,,,,1,1039,,,,,,5,1,,4,,5.7012,41.56,0.86,,,
l1_championship_player_2025_159_105401,2025,10,l1_championship_club_2025_159,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_159_105401,2025,13,l1_championship_club_2025_159,10,6,6,540,,,,,,,,,,270,,,,,,,,,,,6.03,45,0.6,,,
l1_championship_player_2025_159_98444,2025,1,l1_championship_club_2025_159,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_159_98444,2025,10,l1_championship_club_2025_159,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_159_98444,2025,13,l1_championship_club_2025_159,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_159_103734,2025,1,l1_championship_club_2025_159,30,22,21,1795,3,2,1,1,2,,15,6,15,1138,47,54,4,18,22,6,4,1,,45,5.308181818181819,57.06,0.7,598.33,0.3,2.36
l1_championship_player_2025_159_103734,2025,10,l1_championship_club_2025_159,4,3,3,270,1,1,,,1,,4,2,3,242,10,12,4,3,,3,,,,9,6.116666666666667,80.67,0.75,270,0.67,3.33
l1_championship_player_2025_159_103734,2025,13,l1_championship_club_2025_159,10,7,5,386,1,,1,,1,,3,1,6,287,12,14,,,9,3,1,,,19,5.469999999999999,66.92,0.5,386,0.23,2.8
l1_championship_player_2025_159_103830,2025,1,l1_championship_club_2025_14,7,1,,21,,,,,,,,,,12,,1,,,2,,,,,9,2.38,51.43,,,,
l1_championship_player_2025_159_103830,2025,1,l1_championship_club_2025_159,23,14,8,697,,,,,,,6,1,1,487,9,22,8,9,8,3,,1,,36,4.7178571428571425,62.88,0.35,,0.13,1.16
l1_championship_player_2025_159_103830,2025,10,l1_championship_club_2025_159,4,3,2,190,,,,,,,2,,1,181,2,7,1,,,1,,,,9,5.513333333333333,85.74,0.5,,,0.95
l1_championship_player_2025_159_103830,2025,13,l1_championship_club_2025_159,8,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,
l1_championship_player_2025_159_103305,2025,1,l1_championship_club_2025_13,20,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
l1_championship_player_2025_159_103305,2025,1,l1_championship_club_2025_159,10,2,,6,,,,,,,,,,5,,,,,,,,,,12,4.535,75,,,,
l1_championship_player_2025_159_103305,2025,6,l1_championship_club_2025_13,8,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,
l1_championship_player_2025_159_103305,2025,10,l1_championship_club_2025_13,2,1,,29,,,,,,,,,,24,,,,,,,,,,4,5.28,74.48,,,,
l1_championship_player_2025_159_103305,2025,10,l1_championship_club_2025_159,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
l1_championship_player_2025_159_103305,2025,13,l1_championship_club_2025_159,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_159_103305,2025,15,l1_championship_club_2025_13,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_159_506503,2025,1,l1_championship_club_2025_159,6,4,1,77,,,,,,,,,,80,2,4,,1,1,1,,,,6,4.7700000000000005,93.51,0.17,,,2.34
l1_championship_player_2025_159_506503,2025,13,l1_championship_club_2025_159,2,2,2,175,,,,,,,1,,2,125,4,15,,4,5,1,1,,,1,5.245,64.29,1,,,2.06
l1_championship_player_2025_159_105138,2025,1,l1_championship_club_2025_159,30,13,8,704,1,,1,1,,2,1,1,2,514,13,36,9,10,8,3,3,,1,45,5.288461538461538,65.71,0.27,704,0.13,1.66
l1_championship_player_2025_159_105138,2025,10,l1_championship_club_2025_159,4,2,2,180,,,,,,,3,1,,134,1,7,4,1,2,,,,,9,6.48,67,0.5,,0.5,0.5
l1_championship_player_2025_159_105138,2025,13,l1_championship_club_2025_159,10,6,5,447,1,1,,,,,5,3,1,429,5,26,4,6,4,5,2,,,19,6.015000000000001,86.38,0.5,447,0.6,1.01
l1_championship_player_2025_159_101569,2025,1,l1_championship_club_2025_159,30,26,24,2171,1,1,,,1,3,13,6,18,1491,30,92,29,28,34,12,6,1,1,45,5.336538461538462,61.81,0.8,2171,0.25,1.24
l1_championship_player_2025_159_101569,2025,10,l1_championship_club_2025_159,4,4,3,260,,,,,,,2,,4,214,8,19,2,7,3,3,,,,9,5.6375,74.08,0.75,,,2.77
l1_championship_player_2025_159_101569,2025,13,l1_championship_club_2025_159,10,8,6,542,1,,1,1,,,6,2,8,478,19,23,9,6,6,3,1,,,19,5.81625,79.37,0.6,542,0.33,3.15
l1_championship_player_2025_159_101530,2025,1,l1_championship_club_2025_159,30,28,28,2476,,,,,,,3,,2,2003,4,108,20,16,32,32,5,,1,45,5.645000000000002,72.81,0.93,,,0.15
l1_championship_player_2025_159_101530,2025,10,l1_championship_club_2025_159,4,3,3,270,,,,,,,,,,249,,19,5,4,2,4,,,,9,6.330000000000001,83,0.75,,,
l1_championship_player_2025_159_101530,2025,13,l1_championship_club_2025_159,10,9,8,726,,,,,,,,,4,756,2,28,12,4,9,8,2,,,19,6.067777777777778,93.72,0.8,,,0.25
l1_championship_player_2025_159_506055,2025,1,l1_championship_club_2025_159,11,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,
l1_championship_player_2025_159_506055,2025,10,l1_championship_club_2025_159,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
l1_championship_player_2025_159_506055,2025,13,l1_championship_club_2025_159,3,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,
l1_championship_player_2025_159_57857,2025,1,l1_championship_club_2025_159,30,28,26,2398,,,,,,1,4,,13,2201,16,141,26,18,33,28,3,,2,45,6.058571428571429,82.61,0.87,,,0.6
l1_championship_player_2025_159_57857,2025,10,l1_championship_club_2025_159,4,2,2,180,,,,,,,1,,,198,2,18,2,4,5,1,,,,9,5.890000000000001,99,0.5,,,1
l1_championship_player_2025_159_57857,2025,13,l1_championship_club_2025_159,10,9,9,739,1,,1,1,,,4,2,3,832,7,30,13,5,6,7,1,1,,19,6.0122222222222215,101.33,0.9,739,0.24,0.85
l1_championship_player_2025_159_99162,2025,1,l1_championship_club_2025_159,30,19,14,1297,,,,,,3,15,1,13,993,24,84,20,13,36,31,5,2,1,45,5.409473684210527,68.91,0.47,,0.07,1.67
l1_championship_player_2025_159_99162,2025,10,l1_championship_club_2025_159,4,2,2,149,,,,,,,,,1,106,,9,4,5,3,2,1,,,9,4.95,64.03,0.5,,,
l1_championship_player_2025_159_99162,2025,13,l1_championship_club_2025_159,10,8,7,559,,,,,,,7,,2,497,15,42,8,10,9,13,3,1,,19,5.390000000000001,80.02,0.7,,,2.42
l1_championship_player_2025_159_92392,2025,1,l1_championship_club_2025_159,30,10,3,284,,,,,,,7,2,1,244,6,17,4,4,2,5,1,,,45,4.880999999999999,77.32,0.1,,0.63,1.9
l1_championship_player_2025_159_92392,2025,10,l1_championship_club_2025_159,4,1,1,45,,,,,,,,,,35,,7,,2,1,1,,,,9,4.21,70,0.25,,,
l1_championship_player_2025_159_92392,2025,13,l1_championship_club_2025_159,10,8,6,552,,,,,,,7,1,3,505,10,41,9,7,15,15,1,,,19,5.33875,82.34,0.6,,0.16,1.63
l1_championship_player_2025_159_104224,2025,1,l1_championship_club_2025_159,18,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,
l1_championship_player_2025_159_104224,2025,10,l1_championship_club_2025_159,4,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,
l1_championship_player_2025_159_104224,2025,13,l1_championship_club_2025_159,6,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,
l1_championship_player_2025_159_102091,2025,1,l1_championship_club_2025_159,30,7,3,311,,,,,,,4,1,4,226,8,16,6,4,6,4,,,,45,5.042857142857143,65.4,0.1,,0.29,2.32
l1_championship_player_2025_159_102091,2025,10,l1_championship_club_2025_159,4,2,,20,,,,,,,,,,30,,1,1,,,,,,,9,4.720000000000001,135,,,,
l1_championship_player_2025_159_102091,2025,13,l1_championship_club_2025_159,10,3,,73,,,,,,,,,,58,1,4,1,2,,1,,,,19,5.02,71.51,,,,1.23
l1_championship_player_2025_159_91416,2025,1,l1_championship_club_2025_159,30,19,12,930,,,,,,1,4,3,11,523,28,42,5,10,10,15,2,,,45,4.747368421052631,50.61,0.4,,0.29,2.71
l1_championship_player_2025_159_91416,2025,10,l1_championship_club_2025_159,4,2,2,157,,,,,,,5,,1,148,11,13,1,3,1,2,,,,9,5.380000000000001,84.84,0.5,,,6.31
l1_championship_player_2025_159_91416,2025,13,l1_championship_club_2025_159,10,8,5,402,1,1,,,1,,10,1,5,312,18,13,3,3,1,5,,,,19,5.085,69.85,0.5,402,0.22,4.03
l1_championship_player_2025_159_105281,2025,1,l1_championship_club_2025_159,30,26,26,2299,2,,2,,1,2,24,6,27,1770,22,91,20,31,27,18,6,1,1,45,5.435384615384616,69.29,0.87,1149.5,0.23,0.86
l1_championship_player_2025_159_105281,2025,10,l1_championship_club_2025_159,4,4,4,329,,,,,,,1,1,3,292,,9,1,2,4,4,1,,,9,5.5075,79.88,1,,0.27,
l1_championship_player_2025_159_105281,2025,13,l1_championship_club_2025_159,10,10,7,637,,,,,,,8,2,5,585,5,23,5,9,6,7,2,,,19,5.449,82.65,0.7,,0.28,0.71
l1_championship_player_2025_159_505957,2025,1,l1_championship_club_2025_159,12,9,5,532,2,2,,1,1,,4,2,3,316,10,31,2,6,5,7,,,1,18,5.101111111111112,53.46,0.42,266,0.34,1.69
l1_championship_player_2025_159_505957,2025,10,l1_championship_club_2025_159,2,2,2,150,,,,,,,1,,3,99,2,10,,2,3,3,,,,4,4.99,59.4,1,,,1.2
l1_championship_player_2025_159_505957,2025,13,l1_championship_club_2025_159,4,2,2,152,,,,,,,2,,4,87,3,4,,,,1,,,,6,5.055,51.51,0.5,,,1.78
l1_championship_player_2025_159_105242,2025,1,l1_championship_club_2025_159,30,23,16,1403,11,4,7,1,7,3,41,16,18,568,83,64,7,11,27,14,2,,2,45,5.405652173913041,36.44,0.53,127.55,1.03,5.32
l1_championship_player_2025_159_105242,2025,10,l1_championship_club_2025_159,4,3,2,217,2,2,,1,1,,5,3,4,84,10,11,1,1,3,2,1,,,9,6.093333333333334,34.84,0.5,108.5,1.24,4.15
l1_championship_player_2025_159_105242,2025,13,l1_championship_club_2025_159,10,8,5,475,1,1,,1,,,8,3,8,235,27,23,2,2,4,6,1,,,19,5.56625,44.53,0.5,475,0.57,5.12
l1_championship_player_2025_159_104049,2025,1,l1_championship_club_2025_159,30,28,22,1895,1,1,,1,,,26,8,13,1371,43,80,13,21,21,19,2,,1,45,5.193571428571429,65.11,0.73,1895,0.38,2.04
l1_championship_player_2025_159_104049,2025,10,l1_championship_club_2025_159,4,3,1,113,,,,,,,2,1,2,55,2,3,2,1,,1,,,,9,5.153333333333333,43.81,0.25,,0.8,1.59
l1_championship_player_2025_159_104049,2025,13,l1_championship_club_2025_159,10,9,5,479,1,,1,,1,,9,5,2,460,6,21,5,,4,4,1,,,19,5.467777777777778,86.43,0.5,479,0.94,1.13
l1_championship_player_2025_159_500458,2025,1,l1_championship_club_2025_159,30,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
l1_championship_player_2025_159_500458,2025,10,l1_championship_club_2025_159,4,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,
l1_championship_player_2025_159_500458,2025,13,l1_championship_club_2025_159,10,3,,43,,,,,,,,,1,34,1,1,,,1,1,,,,19,4.626666666666668,71.16,,,,2.09
l1_championship_player_2025_159_38233,2025,1,l1_championship_club_2025_159,30,26,23,2004,8,4,4,3,3,1,45,23,29,1526,82,127,16,17,39,48,5,,,45,5.519615384615383,68.53,0.77,250.5,1.03,3.68
l1_championship_player_2025_159_38233,2025,10,l1_championship_club_2025_159,4,2,2,180,,,,,,,2,,9,147,2,10,1,1,2,4,,,,9,7.404999999999999,73.5,0.5,,,1
l1_championship_player_2025_159_38233,2025,13,l1_championship_club_2025_159,10,7,6,507,4,1,3,,2,,19,11,4,469,27,30,4,5,7,10,,,,19,5.630000000000001,83.25,0.6,126.75,1.95,4.79
l1_championship_player_2025_159_501393,2025,1,l1_championship_club_2025_159,14,12,10,900,4,,4,4,,6,35,21,20,465,58,57,3,5,14,18,3,1,3,23,6.0275,46.5,0.71,225,2.1,5.8
