player_id,season,championship_id,club_id,total_team_matches,total_matches_played,total_matches_started,total_minutes_played,total_goals,total_home_goals,total_away_goals,total_left_footed_goals,total_right_footed_goals,total_assists,total_attempts,total_shots_on_target,total_shots_assists,total_balls_played,total_touches_in_opposition_box,total_duels_won,total_interceptions,total_tackles_won,total_fouls_committed,total_fouls_suffered,total_yellow_cards,total_red_cards,total_man_of_the_match,total_team_goals,fl1_average_rating,ratio_balls_played_per_match,ratio_matches_started,ratio_goals_every_n_minutes,ratio_shots_on_target_per_match,ratio_touches_in_opposition_box_per_match
l1_championship_player_2025_1_105466,2025,1,l1_championship_club_2025_1,17,15,6,739,1,,1,1,,2,7,3,12,543,25,23,6,7,15,1,2,,1,41,5.240666666666667,66.13,0.35,739,0.37,3.04
l1_championship_player_2025_1_105466,2025,6,l1_championship_club_2025_1,8,7,4,364,,,,,,,3,,7,231,8,11,2,4,9,1,1,,,11,4.798571428571429,57.12,0.5,,,1.98
l1_championship_player_2025_1_105466,2025,10,l1_championship_club_2025_1,2,2,2,180,,,,,,,3,1,5,129,12,8,,3,5,,,,,15,8.315,64.5,1,,0.5,6
l1_championship_player_2025_1_105466,2025,15,l1_championship_club_2025_1,1,1,,1,,,,,,,,,,,,,,,,,,,,2,3.81,,,,,
l1_championship_player_2025_1_94779,2025,1,l1_championship_club_2025_1,20,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
l1_championship_player_2025_1_94779,2025,6,l1_championship_club_2025_1,8,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,
l1_championship_player_2025_1_94779,2025,10,l1_championship_club_2025_1,2,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,
l1_championship_player_2025_1_94779,2025,15,l1_championship_club_2025_1,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_1_36098,2025,1,l1_championship_club_2025_1,19,1,,1,,,,,,,,,,1,,,,,,,,,,44,4.17,90,,,,
l1_championship_player_2025_1_36098,2025,6,l1_championship_club_2025_1,7,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,
l1_championship_player_2025_1_36098,2025,10,l1_championship_club_2025_1,2,2,1,89,1,,1,,1,,2,1,,40,5,6,,1,,1,,,,15,5.505,40.45,0.5,89,1.01,5.06
l1_championship_player_2025_1_36098,2025,15,l1_championship_club_2025_1,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_1_98852,2025,1,l1_championship_club_2025_1,17,14,3,373,4,4,,,4,2,8,6,6,146,27,20,2,4,8,9,2,,1,36,5.171428571428571,35.23,0.18,93.25,1.45,6.51
l1_championship_player_2025_1_98852,2025,6,l1_championship_club_2025_1,6,4,,30,,,,,,,1,1,1,21,3,4,,,,2,,,,11,4.180000000000001,63,,,3,9
l1_championship_player_2025_1_98852,2025,10,l1_championship_club_2025_1,2,1,,27,,,,,,,,,,7,1,1,,,1,1,,,,15,5.13,23.33,,,,3.33
l1_championship_player_2025_1_98852,2025,13,l1_championship_club_2025_9000000121,4,2,,108,,,,,,,2,,,50,7,8,,,3,4,,,,7,4.6850000000000005,41.67,,,,5.83
l1_championship_player_2025_1_98852,2025,15,l1_championship_club_2025_1,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_2_77229,2025,1,l1_championship_club_2025_2,30,6,3,416,,,,,,,,,,180,,,,,,1,,,,,5.236666666666667,38.94,0.1,,,
l1_championship_player_2025_2_77229,2025,10,l1_championship_club_2025_2,1,1,1,90,,,,,,,,,,38,,,,,,,,,,,6.62,38,1,,,
l1_championship_player_2025_2_18307,2025,1,l1_championship_club_2025_2,30,27,27,2283,,,,,,,,,1,954,,,,,3,7,,2,5,,5.263333333333333,37.61,0.9,,,
l1_championship_player_2025_2_18307,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_2_103603,2025,1,l1_championship_club_2025_2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_2_103603,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_2_87050,2025,1,l1_championship_club_2025_2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_2_87050,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_2_86892,2025,1,l1_championship_club_2025_2,30,23,21,1821,,,,,,,6,,9,1296,6,103,21,19,11,30,3,1,,25,4.820869565217392,64.05,0.7,,,0.3
l1_championship_player_2025_2_86892,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_2_504336,2025,1,l1_championship_club_2025_2,18,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,
l1_championship_player_2025_2_504336,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_2_89545,2025,1,l1_championship_club_2025_2,30,20,20,1774,1,,1,,,1,6,2,3,1014,11,86,29,17,24,24,3,1,,25,5.3229999999999995,51.44,0.67,1774,0.1,0.56
l1_championship_player_2025_2_89545,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_2_101309,2025,1,l1_championship_club_2025_2,30,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
l1_championship_player_2025_2_101309,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_2_94516,2025,1,l1_championship_club_2025_2,30,26,22,1985,,,,,,1,1,,13,1468,5,99,26,33,30,31,7,,,25,5.193461538461539,66.56,0.73,,,0.23
l1_championship_player_2025_2_94516,2025,10,l1_championship_club_2025_2,1,1,1,90,,,,,,,,,,81,,11,4,6,,,,,,1,5.35,81,1,,,
l1_championship_player_2025_2_502542,2025,1,l1_championship_club_2025_2,11,10,9,813,2,2,,,,,7,2,3,447,11,43,19,7,11,6,1,,2,11,5.686,49.48,0.82,406.5,0.22,1.22
l1_championship_player_2025_2_502542,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_2_502542,2025,14,l1_championship_club_2025_9000000490,6,4,4,360,,,,,,,4,2,2,312,5,17,14,1,2,5,1,,,6,6.55,78,0.67,,0.5,1.25
l1_championship_player_2025_2_104421,2025,1,l1_championship_club_2025_2,30,22,14,1189,,,,,,,10,2,11,652,20,42,13,18,8,8,1,1,,25,4.751818181818181,49.35,0.47,,0.15,1.51
l1_championship_player_2025_2_104421,2025,10,l1_championship_club_2025_2,1,1,1,90,,,,,,,2,1,1,42,2,,,,,,,,,1,4.6,42,1,,1,2
l1_championship_player_2025_2_503228,2025,1,l1_championship_club_2025_2,27,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,
l1_championship_player_2025_2_503228,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_2_81386,2025,1,l1_championship_club_2025_15,7,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,
l1_championship_player_2025_2_81386,2025,1,l1_championship_club_2025_2,30,22,19,1698,1,,1,,1,,15,5,5,1072,19,130,33,30,23,32,5,,,25,5.055454545454546,56.82,0.63,1698,0.27,1.01
l1_championship_player_2025_2_81386,2025,10,l1_championship_club_2025_2,1,1,1,90,,,,,,,,,,50,,6,1,2,2,1,1,,,1,3.3,50,1,,,
l1_championship_player_2025_2_104726,2025,1,l1_championship_club_2025_2,30,10,9,862,1,1,,,,,7,2,2,523,19,53,8,6,8,5,2,,1,25,5.409999999999999,54.61,0.3,862,0.21,1.98
l1_championship_player_2025_2_104726,2025,10,l1_championship_club_2025_2,1,1,1,90,,,,,,,,,2,60,1,3,4,2,,,,,,1,5.77,60,1,,,1
l1_championship_player_2025_2_100379,2025,1,l1_championship_club_2025_2,30,3,3,225,,,,,,,1,,1,100,1,6,4,3,2,,,,,25,4.6000000000000005,40,0.1,,,0.4
l1_championship_player_2025_2_100379,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_2_81342,2025,1,l1_championship_club_2025_2,30,20,14,1251,,,,,,,9,1,10,811,26,66,16,24,17,13,1,,,25,5.171,58.35,0.47,,0.07,1.87
l1_championship_player_2025_2_81342,2025,10,l1_championship_club_2025_2,1,1,1,62,,,,,,,3,,,33,5,5,,2,,1,1,,,1,5.91,47.9,1,,,7.26
l1_championship_player_2025_2_104062,2025,1,l1_championship_club_2025_2,13,11,5,405,,,,,,,4,,5,216,9,19,2,6,4,5,,,,11,4.53090909090909,48,0.38,,,2
l1_championship_player_2025_2_104062,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_2_104062,2025,14,l1_championship_club_2025_9000000031,6,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,
l1_championship_player_2025_2_83680,2025,1,l1_championship_club_2025_2,30,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
l1_championship_player_2025_2_83680,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_2_86432,2025,1,l1_championship_club_2025_2,30,29,28,2478,3,1,2,1,2,1,22,7,49,1807,25,129,35,36,28,23,3,,1,25,5.31448275862069,65.63,0.93,826,0.25,0.91
l1_championship_player_2025_2_86432,2025,10,l1_championship_club_2025_2,1,1,1,81,,,,,,,1,,5,56,,3,1,,2,2,1,,,1,4.23,62.22,1,,,
l1_championship_player_2025_2_98440,2025,1,l1_championship_club_2025_2,30,2,,8,,,,,,,,,2,13,,,,,,,,,,25,4.405,146.25,,,,
l1_championship_player_2025_2_98440,2025,10,l1_championship_club_2025_2,1,1,,9,,,,,,,,,1,11,,,,,1,,,,,1,4.58,110,,,,
l1_championship_player_2025_2_505586,2025,1,l1_championship_club_2025_2,14,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,
l1_championship_player_2025_2_505586,2025,10,l1_championship_club_2025_2,1,1,,1,,,,,,,,,,1,,,,,,,,,,1,4.28,90,,,,
l1_championship_player_2025_2_82393,2025,1,l1_championship_club_2025_2,30,14,1,205,,,,,,,4,1,3,184,1,11,5,2,7,3,3,,,25,4.589999999999999,80.78,0.03,,0.44,0.44
l1_championship_player_2025_2_82393,2025,10,l1_championship_club_2025_2,1,1,1,90,1,1,,1,,,2,2,,60,1,5,,2,1,1,,,,1,5.78,60,1,90,2,1
l1_championship_player_2025_2_105203,2025,1,l1_championship_club_2025_2,30,11,10,813,1,1,,,1,,5,1,9,513,11,42,16,16,18,7,1,1,1,25,5.1854545454545455,56.79,0.33,813,0.11,1.22
l1_championship_player_2025_2_105203,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_2_63146,2025,1,l1_championship_club_2025_2,13,9,6,508,,,,,,2,8,3,10,261,11,32,2,6,5,11,,,,11,5.028888888888889,46.24,0.46,,0.53,1.95
l1_championship_player_2025_2_63146,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_2_48113,2025,1,l1_championship_club_2025_2,30,25,23,1989,,,,,,,4,,12,1004,,94,22,37,37,20,7,,,25,5.0132,45.43,0.77,,,
l1_championship_player_2025_2_48113,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_2_79828,2025,1,l1_championship_club_2025_2,30,27,16,1473,1,,1,,1,,21,11,9,730,35,91,10,16,32,30,4,1,,25,4.4618518518518515,44.6,0.53,1473,0.67,2.14
l1_championship_player_2025_2_79828,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_2_504857,2025,1,l1_championship_club_2025_2,16,1,,1,,,,,,,,,,,,,,,,,,,,17,4.17,,,,,
l1_championship_player_2025_2_504857,2025,10,l1_championship_club_2025_2,1,1,,27,,,,,,,2,1,,13,2,1,,1,,,,,,1,3.92,43.33,,,3.33,6.67
l1_championship_player_2025_2_103884,2025,1,l1_championship_club_2025_2,30,15,1,293,,,,,,,4,1,3,204,10,34,5,5,9,11,1,,,25,4.693333333333334,62.66,0.03,,0.31,3.07
l1_championship_player_2025_2_103884,2025,10,l1_championship_club_2025_2,1,1,,28,,,,,,,,,,21,,2,,1,,1,,,,1,4.3,67.5,,,,
l1_championship_player_2025_2_66914,2025,1,l1_championship_club_2025_15,3,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
l1_championship_player_2025_2_66914,2025,1,l1_championship_club_2025_2,27,23,11,967,,,,,,1,25,8,6,385,35,72,2,6,25,22,,,,23,4.550434782608695,35.83,0.41,,0.74,3.26
l1_championship_player_2025_2_66914,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_2_105418,2025,1,l1_championship_club_2025_2,30,26,25,2203,3,2,1,,3,3,57,16,28,1105,98,145,10,17,58,47,7,,,25,5.186400000000001,45.14,0.83,734.33,0.65,4
l1_championship_player_2025_2_105418,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_2_87068,2025,1,l1_championship_club_2025_2,30,3,,23,,,,,,,,,,9,,,,,,,,,,25,4.126666666666666,35.22,,,,
l1_championship_player_2025_2_87068,2025,10,l1_championship_club_2025_2,1,1,1,63,,,,,,,1,1,,18,2,6,,,,2,,,,1,4.65,25.71,1,,1.43,2.86
l1_championship_player_2025_2_83293,2025,1,l1_championship_club_2025_2,30,28,28,2435,8,4,4,1,6,3,79,31,30,1142,140,148,20,20,28,49,6,,3,25,5.422142857142858,42.21,0.93,304.38,1.15,5.17
l1_championship_player_2025_2_83293,2025,10,l1_championship_club_2025_2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2025_2_504285,2025,1,l1_championship_club_2025_2,21,1,,1,,,,,,,,,,3,,,,,,,,,,18,4.05,270,,,,
l1_championship_player_2025_2_504285,2025,10,l1_championship_club_2025_2,1,1,,9,,,,,,,1,1,,10,,,,,,,,,,1,4.31,100,,,10,
l1_championship_player_2025_5_87318,2025,1,l1_championship_club_2025_5,30,1,1,90,,,,,,,,,,37,,,,,,,,,,,5.18,37,0.03,,,
l1_championship_player_2025_5_87318,2025,10,l1_championship_club_2025_5,1,1,1,90,,,,,,,,,,33,,,,,,1,,,,,4.33,33,1,,,
l1_championship_player_2025_5_18529,2025,1,l1_championship_club_2025_5,30,26,26,2295,,,,,,,,,3,1124,,,,,,6,1,,1,,5.328846153846154,44.08,0.87,,,
l1_championship_player_2025_5_18529,2025,4,l1_championship_club_2025_40,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_18529,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_6105,2025,1,l1_championship_club_2025_5,30,4,3,315,,,,,,,,,,195,,,,,,1,2,,1,,6.119999999999999,55.71,0.1,,,
l1_championship_player_2025_5_6105,2025,4,l1_championship_club_2025_64,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_6105,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_90630,2025,1,l1_championship_club_2025_5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_90630,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_87310,2025,1,l1_championship_club_2025_5,30,22,11,964,2,2,,,2,1,18,7,16,595,30,44,8,18,12,4,2,,,25,4.956363636363637,55.55,0.37,482,0.65,2.8
l1_championship_player_2025_5_87310,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_93647,2025,1,l1_championship_club_2025_5,30,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
l1_championship_player_2025_5_93647,2025,10,l1_championship_club_2025_5,1,1,1,45,,,,,,,,,,58,1,1,,,1,,1,,,,4.51,116,1,,,2
l1_championship_player_2025_5_47709,2025,1,l1_championship_club_2025_5,30,25,24,2040,1,1,,,,1,10,4,4,1652,19,112,39,19,25,15,1,1,1,25,5.5756,72.88,0.8,2040,0.18,0.84
l1_championship_player_2025_5_47709,2025,10,l1_championship_club_2025_5,1,1,,45,,,,,,,,,1,55,1,6,,,1,1,,,,,6.39,110,,,,2
l1_championship_player_2025_5_505592,2025,1,l1_championship_club_2025_5,14,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,
l1_championship_player_2025_5_505592,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_34992,2025,1,l1_championship_club_2025_5,30,27,24,2143,,,,,,,16,3,14,1489,21,90,31,26,18,17,3,,,25,5.204074074074073,62.53,0.8,,0.13,0.88
l1_championship_player_2025_5_34992,2025,10,l1_championship_club_2025_5,1,1,1,90,,,,,,,,,,73,1,,,,,,,,,,4.48,73,1,,,1
l1_championship_player_2025_5_66261,2025,1,l1_championship_club_2025_5,13,10,2,273,,,,,,,4,2,2,189,5,15,2,5,2,3,1,,,10,4.835000000000001,62.31,0.15,,0.66,1.65
l1_championship_player_2025_5_66261,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_81328,2025,1,l1_championship_club_2025_5,30,26,26,2154,1,1,,,,1,9,5,10,1727,23,130,35,20,39,37,4,2,2,25,5.327692307692307,72.16,0.87,2154,0.21,0.96
l1_championship_player_2025_5_81328,2025,10,l1_championship_club_2025_5,1,1,1,90,,,,,,,2,,,94,2,7,1,,2,1,,,,,4.82,94,1,,,2
l1_championship_player_2025_5_105158,2025,1,l1_championship_club_2025_5,30,27,26,2355,,,,,,,17,6,9,1326,15,93,32,22,25,18,4,,1,25,5.062222222222222,50.68,0.87,,0.23,0.57
l1_championship_player_2025_5_105158,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_80322,2025,1,l1_championship_club_2025_5,30,7,3,324,,,,,,,,,1,205,1,10,,3,3,1,2,,,25,5.088571428571428,56.94,0.1,,,0.28
l1_championship_player_2025_5_80322,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_98806,2025,1,l1_championship_club_2025_5,30,8,6,497,1,1,,,,,1,1,2,271,3,21,2,5,7,1,,1,,25,5.062499999999999,49.07,0.2,497,0.18,0.54
l1_championship_player_2025_5_98806,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_103617,2025,1,l1_championship_club_2025_5,30,27,25,2114,,,,,,1,13,3,33,1580,6,100,23,23,18,25,6,,,25,4.992222222222222,67.27,0.83,,0.13,0.26
l1_championship_player_2025_5_103617,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_505651,2025,1,l1_championship_club_2025_5,14,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,
l1_championship_player_2025_5_505651,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_505593,2025,1,l1_championship_club_2025_5,14,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,
l1_championship_player_2025_5_505593,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_80671,2025,1,l1_championship_club_2025_5,30,26,19,1547,1,1,,,1,,20,4,7,743,33,100,19,18,25,30,6,,,25,4.5892307692307694,43.23,0.63,1547,0.23,1.92
l1_championship_player_2025_5_80671,2025,10,l1_championship_club_2025_5,1,1,,45,,,,,,,2,,1,44,2,,3,,,,,,,,5.2,88,,,,4
l1_championship_player_2025_5_72857,2025,1,l1_championship_club_2025_5,13,12,12,1051,,,,,,,8,2,6,652,10,71,13,9,17,28,3,,,10,5.11,55.83,0.92,,0.17,0.86
l1_championship_player_2025_5_72857,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_72857,2025,13,l1_championship_club_2025_9000000857,6,1,,1,,,,,,,,,,2,,,,,,,,,,5,4.04,180,,,,
l1_championship_player_2025_5_80954,2025,1,l1_championship_club_2025_5,30,26,12,1154,1,,1,,1,1,17,7,12,603,27,51,16,17,33,15,4,,,25,4.611923076923078,47.03,0.4,1154,0.55,2.11
l1_championship_player_2025_5_80954,2025,10,l1_championship_club_2025_5,1,1,,45,,,,,,,3,,3,34,3,3,,3,,,,,,,4.41,68,,,,6
l1_championship_player_2025_5_101486,2025,1,l1_championship_club_2025_5,27,8,1,223,,,,,,,6,3,6,124,7,15,,4,4,1,,,,20,4.46625,50.04,0.04,,1.21,2.83
l1_championship_player_2025_5_101486,2025,4,l1_championship_club_2025_41,4,1,,28,,,,,,,,,,18,1,,,,,,,,,4,4.43,57.86,,,,3.21
l1_championship_player_2025_5_101486,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_104982,2025,1,l1_championship_club_2025_5,30,16,7,524,1,,1,1,,,6,2,7,202,21,24,3,9,15,5,1,,,25,4.373125,34.69,0.23,524,0.34,3.61
l1_championship_player_2025_5_104982,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_86624,2025,1,l1_championship_club_2025_5,30,6,,102,,,,,,,,,,73,,6,1,,1,2,,,,25,4.8549999999999995,64.41,,,,
l1_championship_player_2025_5_86624,2025,10,l1_championship_club_2025_5,1,1,1,45,,,,,,,,,,27,,,1,,,,,,,,3.99,54,1,,,
l1_championship_player_2025_5_78389,2025,1,l1_championship_club_2025_5,30,30,27,2348,4,2,2,,3,3,32,9,26,1209,38,128,14,26,20,36,2,,1,25,5.183333333333334,46.34,0.9,587,0.34,1.46
l1_championship_player_2025_5_78389,2025,10,l1_championship_club_2025_5,1,1,1,90,,,,,,,3,,2,59,2,1,,,1,1,,,,,4.01,59,1,,,2
l1_championship_player_2025_5_505650,2025,1,l1_championship_club_2025_5,14,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,
l1_championship_player_2025_5_505650,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_29510,2025,1,l1_championship_club_2025_5,30,11,8,741,2,,2,1,1,,13,4,3,439,13,39,9,6,13,17,2,,1,25,4.990909090909091,53.32,0.27,370.5,0.49,1.58
l1_championship_player_2025_5_29510,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_90468,2025,1,l1_championship_club_2025_5,30,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
l1_championship_player_2025_5_90468,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_505652,2025,1,l1_championship_club_2025_5,14,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,
l1_championship_player_2025_5_505652,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_51620,2025,1,l1_championship_club_2025_5,13,13,10,795,1,,1,,1,3,13,3,23,518,22,55,2,9,16,25,1,,1,10,5.3307692307692305,58.64,0.77,795,0.34,2.49
l1_championship_player_2025_5_51620,2025,6,l1_championship_club_2025_9000003235,6,4,,78,,,,,,,3,3,2,59,3,9,,2,2,3,,,,7,4.9575,68.08,,,3.46,3.46
l1_championship_player_2025_5_51620,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_86896,2025,1,l1_championship_club_2025_5,26,11,3,310,,,,,,,4,2,3,278,5,34,7,9,9,8,1,,,20,4.563000000000001,80.71,0.12,,0.58,1.45
l1_championship_player_2025_5_86896,2025,10,l1_championship_club_2025_5,1,1,,45,,,,,,,,,2,53,2,5,1,1,,2,,,,,4.85,106,,,,4
l1_championship_player_2025_5_74429,2025,1,l1_championship_club_2025_5,30,12,3,353,1,,1,,,1,6,2,5,151,10,29,,6,8,17,,,,25,4.798333333333333,38.5,0.1,353,0.51,2.55
l1_championship_player_2025_5_74429,2025,10,l1_championship_club_2025_5,1,1,1,45,,,,,,,2,,1,21,2,1,,,1,,,,,,3.86,42,1,,,4
l1_championship_player_2025_5_504858,2025,1,l1_championship_club_2025_5,30,5,,99,1,1,,1,,,4,3,,41,5,10,1,,5,3,,,,25,4.894,37.27,,99,2.73,4.55
l1_championship_player_2025_5_504858,2025,10,l1_championship_club_2025_5,1,1,,12,,,,,,,,,,8,,1,,,,,,,,,4.29,60,,,,
l1_championship_player_2025_5_504886,2025,1,l1_championship_club_2025_5,15,9,4,373,1,1,,,1,,8,2,1,108,13,13,1,,6,3,1,,,12,4.4255555555555555,26.06,0.27,373,0.48,3.14
l1_championship_player_2025_5_504886,2025,10,l1_championship_club_2025_5,1,1,1,90,,,,,,,2,1,2,21,3,2,,,1,1,,,,,4.48,21,1,,1,3
l1_championship_player_2025_5_94915,2025,1,l1_championship_club_2025_5,30,23,13,1186,1,,1,1,,1,37,13,17,399,62,62,3,5,29,13,4,,,25,4.552608695652173,30.28,0.43,1186,0.99,4.7
l1_championship_player_2025_5_94915,2025,10,l1_championship_club_2025_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_5_89760,2025,1,l1_championship_club_2025_5,30,30,29,2589,6,6,,3,3,3,70,24,26,1115,120,228,8,14,47,64,2,,3,25,5.147333333333333,38.76,0.97,431.5,0.83,4.17
l1_championship_player_2025_5_89760,2025,10,l1_championship_club_2025_5,1,1,1,90,,,,,,,4,1,2,56,4,6,,,4,1,,,,,4.7,56,1,,1,4
l1_championship_player_2025_6_93308,2025,1,l1_championship_club_2025_6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_6_93308,2025,10,l1_championship_club_2025_6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_6_36584,2025,1,l1_championship_club_2025_6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_6_36584,2025,10,l1_championship_club_2025_6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_6_19005,2025,1,l1_championship_club_2025_6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_6_19005,2025,10,l1_championship_club_2025_6,5,1,1,90,,,,,,,,,,24,,,,,,,,,,,5.47,24,0.2,,,
l1_championship_player_2025_6_100821,2025,1,l1_championship_club_2025_6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_6_100821,2025,10,l1_championship_club_2025_6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_6_506488,2025,1,l1_championship_club_2025_6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_6_506488,2025,10,l1_championship_club_2025_6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
